,Am,Ba,EE,Ex,Op,Pl,Sr,sr,Za,
OG5_127542,2,522,5,5,10,13,21,0,44,
OG5_132843,13,252,8,2,11,1,31,0,16,
OG5_127183,5,466,8,0,8,40,72,0,79,
OG5_127019,65,369,37,13,30,50,177,0,54,
OG5_127182,39,176,7,13,25,36,96,0,21,
OG5_159002,63,1,6,13,10,3,56,0,0,
OG5_128312,40,501,22,7,20,32,107,0,0,
OG5_141028,8,102,2,2,3,4,15,0,19,
OG5_127302,62,195,22,16,22,2,153,0,26,
OG5_127307,58,3,14,5,22,22,104,0,0,
OG5_137904,2,40,8,0,4,0,10,0,21,
OG5_127740,44,0,31,15,29,7,147,0,0,
OG5_132381,6,0,3,2,8,15,24,0,0,
OG5_152681,6,80,0,1,8,0,1,0,0,
OG5_130994,16,0,15,2,18,19,16,0,0,
OG5_127168,64,124,26,10,13,24,130,0,0,
OG5_130995,18,172,4,5,4,12,37,0,23,
OG5_129640,26,11,18,3,27,3,80,0,0,
OG5_127763,30,446,33,9,24,38,104,0,22,
OG5_132293,5,239,5,2,0,17,31,0,16,
OG5_152912,21,24,2,2,0,0,1,0,7,
OG5_135765,23,0,6,10,12,4,2,0,0,
OG5_155861,1,22,0,0,2,1,0,0,3,
OG5_134224,20,0,7,6,8,4,67,0,0,
OG5_132813,34,7,10,2,20,18,113,0,0,
OG5_139725,9,0,7,1,4,2,10,0,0,
OG5_128502,10,136,13,3,15,11,61,0,66,
OG5_128503,11,190,12,1,27,23,113,0,31,
OG5_126829,48,0,37,10,29,45,161,0,0,
OG5_134342,10,0,1,2,7,1,6,0,0,
OG5_131135,8,0,9,4,6,12,9,0,0,
OG5_135412,7,0,7,2,7,6,6,0,0,
OG5_132449,19,0,7,6,8,18,72,0,0,
OG5_135143,6,11,1,0,2,0,1,0,0,
OG5_129432,17,34,25,3,16,39,142,0,5,
OG5_132725,1,24,0,0,5,3,1,0,0,
OG5_128434,7,436,13,1,15,35,41,0,79,
OG5_128435,26,191,29,14,16,24,188,0,3,
OG5_128436,23,0,21,2,4,23,66,0,0,
OG5_136230,1,172,0,0,0,0,2,0,0,
OG5_131531,6,114,6,4,3,13,24,0,2,
OG5_128345,14,464,10,4,15,29,65,0,2,
OG5_131392,52,28,19,14,21,18,97,0,0,
OG5_131397,11,31,4,5,14,11,38,0,0,
OG5_139381,5,3,5,0,3,4,12,0,0,
OG5_130862,44,1,29,10,21,9,77,0,0,
OG5_126950,42,34,42,20,36,19,207,0,0,
OG5_126955,52,152,39,19,26,50,183,0,11,
OG5_126954,49,509,30,13,31,43,189,0,2,
OG5_130716,5,432,26,4,2,16,53,0,40,
OG5_130717,16,66,5,3,7,20,56,0,14,
OG5_131622,32,0,3,5,17,21,7,0,0,
OG5_150194,2,0,10,5,6,8,35,0,0,
OG5_129696,10,150,11,1,9,9,28,0,3,
OG5_149417,1,57,13,1,0,9,30,0,4,
OG5_131318,3,0,1,0,8,0,8,0,0,
OG5_132526,9,0,0,1,11,4,3,0,0,
OG5_135965,22,0,9,0,1,20,36,0,0,
OG5_127974,26,217,2,6,8,3,9,0,55,
OG5_127975,31,3,17,7,26,32,109,0,0,
OG5_142710,38,16,4,2,6,11,47,0,2,
OG5_138859,20,0,9,2,7,9,58,0,0,
OG5_129033,33,0,19,10,20,34,121,0,0,
OG5_142712,9,2,14,4,4,13,23,0,0,
OG5_128984,21,0,8,3,29,6,81,0,0,
OG5_150447,12,53,1,1,2,5,10,0,4,
OG5_138418,27,0,1,7,2,6,16,0,0,
OG5_169248,3,88,1,1,0,1,2,0,0,
OG5_129035,13,182,13,7,14,21,68,0,2,
OG5_130044,23,0,12,5,25,25,27,0,0,
OG5_130046,24,22,19,8,9,21,94,0,0,
OG5_130043,49,28,18,6,20,23,111,0,0,
OG5_138677,3,0,3,0,1,7,12,0,0,
OG5_135439,13,18,7,2,3,2,35,0,0,
OG5_134768,2,35,16,1,10,23,55,0,0,
OG5_130448,7,3,6,0,11,8,16,0,0,
OG5_126913,23,482,19,12,29,20,102,0,90,
OG5_130446,11,0,9,1,17,27,86,0,0,
OG5_128116,15,177,5,6,24,26,47,0,0,
OG5_128087,62,0,40,5,30,48,140,0,0,
OG5_128445,33,51,35,13,27,30,126,0,5,
OG5_152623,3,35,1,0,5,2,9,0,7,
OG5_156587,17,0,13,1,0,15,5,0,0,
OG5_128569,35,0,30,9,23,40,120,0,0,
OG5_130283,52,8,36,14,23,45,148,0,0,
OG5_127997,23,327,22,7,21,28,78,0,12,
OG5_128453,33,0,19,12,24,28,121,0,0,
OG5_137231,28,77,9,2,4,0,32,0,20,
OG5_133066,20,161,8,3,18,15,54,0,6,
OG5_133065,4,106,0,1,9,1,7,0,24,
OG5_142451,29,0,7,5,5,15,62,0,0,
OG5_135480,3,69,0,1,2,0,3,0,2,
OG5_127574,78,98,41,18,36,55,218,0,0,
OG5_131010,17,209,9,4,19,8,50,0,37,
OG5_127570,83,39,38,18,29,39,181,0,1,
OG5_127572,22,98,17,9,27,25,107,0,0,
OG5_129861,30,68,19,10,18,36,76,0,3,
OG5_126554,61,80,33,12,31,50,160,0,11,
OG5_146976,25,12,16,10,13,24,62,0,0,
OG5_136054,21,120,14,3,1,24,47,0,0,
OG5_133396,4,0,4,1,8,5,2,0,0,
OG5_126793,31,482,21,9,21,45,123,0,86,
OG5_129865,33,0,33,2,18,43,99,0,0,
OG5_127778,14,68,15,6,26,25,72,0,0,
OG5_133660,4,0,1,1,8,3,6,0,0,
OG5_128948,10,192,6,7,13,17,27,0,50,
OG5_129903,59,31,36,8,28,47,113,0,0,
OG5_161490,19,13,3,0,0,0,16,0,16,
OG5_127372,50,495,37,11,17,39,164,0,0,
OG5_127370,36,0,21,3,22,29,102,0,0,
OG5_127371,20,53,21,6,28,29,103,0,1,
OG5_135626,18,0,11,8,9,20,62,0,0,
OG5_135757,35,0,29,5,13,41,75,0,0,
OG5_131493,36,0,26,7,12,26,154,0,0,
OG5_140291,3,70,18,1,2,20,38,0,4,
OG5_141679,5,0,2,1,3,2,14,0,0,
OG5_176251,10,6,4,0,1,8,15,0,0,
OG5_132744,42,87,24,7,10,32,80,0,5,
OG5_136124,13,0,6,6,0,12,50,0,0,
OG5_126787,21,242,10,6,20,37,55,0,28,
OG5_132098,13,298,10,6,0,10,96,0,44,
OG5_127197,1,180,6,1,6,1,10,0,22,
OG5_137750,1,89,0,0,0,17,21,0,6,
OG5_133934,12,0,6,2,10,13,40,0,0,
OG5_140126,5,0,2,1,1,2,31,0,1,
OG5_142697,1,23,1,0,1,0,8,0,8,
OG5_127209,16,322,18,10,13,24,104,0,36,
OG5_149925,15,5,6,3,0,12,32,0,0,
OG5_128648,21,0,22,7,30,35,51,0,0,
OG5_127681,40,22,29,12,26,37,139,0,0,
OG5_129595,3,5,5,1,6,11,37,0,0,
OG5_141727,36,0,10,1,9,3,64,0,0,
OG5_126817,29,114,24,5,14,30,116,0,0,
OG5_128985,33,169,6,13,20,27,113,0,41,
OG5_130912,8,1,11,0,10,17,40,0,0,
OG5_135405,23,44,5,2,9,0,14,0,6,
OG5_135404,15,0,5,1,17,12,50,0,0,
OG5_135402,4,107,26,3,1,29,85,0,0,
OG5_132754,29,0,11,7,4,16,42,0,2,
OG5_128426,30,37,27,9,27,22,121,0,0,
OG5_135394,16,0,10,8,9,6,17,0,0,
OG5_128420,50,0,24,14,28,36,88,0,0,
OG5_158963,1,11,4,0,0,22,4,0,0,
OG5_128352,71,5,37,15,27,38,215,0,0,
OG5_141650,6,0,10,0,3,24,43,0,0,
OG5_130872,16,0,7,3,19,15,27,0,0,
OG5_126960,47,308,25,11,23,41,129,0,33,
OG5_126961,19,139,14,11,22,19,91,0,27,
OG5_130877,7,0,7,5,15,11,38,0,0,
OG5_141897,36,0,6,4,4,2,33,0,0,
OG5_126967,62,2,34,15,28,35,193,0,0,
OG5_135570,28,51,14,9,0,13,43,0,7,
OG5_129356,24,124,10,2,14,35,51,0,3,
OG5_129357,14,198,19,4,15,24,60,0,31,
OG5_129352,2,9,2,0,10,9,4,0,0,
OG5_131096,8,0,8,7,10,12,23,0,0,
OG5_129351,13,0,15,3,16,20,84,0,0,
OG5_156119,1,23,6,0,4,2,6,0,0,
OG5_127967,13,113,0,0,8,12,16,0,5,
OG5_127966,47,121,16,11,20,35,62,0,1,
OG5_160515,3,123,12,1,4,3,30,0,29,
OG5_140919,6,0,1,7,0,1,8,0,0,
OG5_127980,38,0,25,11,22,33,81,0,0,
OG5_130672,25,0,10,9,12,16,45,0,0,
OG5_133791,11,0,6,4,12,10,53,0,0,
OG5_134572,5,147,1,1,0,0,2,0,11,
OG5_127948,17,447,12,11,14,16,69,0,0,
OG5_131274,26,4,25,13,6,26,92,0,0,
OG5_138465,3,87,0,0,7,1,9,0,0,
OG5_130977,60,0,42,10,17,30,112,0,0,
OG5_135885,48,1,9,4,7,3,37,0,0,
OG5_135884,9,0,14,0,4,13,19,0,0,
OG5_134029,20,38,17,5,17,24,105,0,0,
OG5_129003,27,224,26,2,17,1,37,0,0,
OG5_129007,38,144,5,10,24,4,18,0,23,
OG5_127062,57,54,19,17,18,19,109,0,1,
OG5_141396,8,3,0,1,5,6,1,0,0,
OG5_128982,10,0,14,10,22,18,112,0,0,
OG5_133346,29,23,14,6,14,3,55,0,1,
OG5_152632,29,6,4,4,1,4,6,0,63,
OG5_134624,4,0,0,0,5,0,1,0,0,
OG5_177212,2,18,0,0,2,3,4,0,0,
OG5_168706,3,59,0,0,1,0,1,0,14,
OG5_149823,3,0,0,0,1,13,4,0,0,
OG5_137827,6,0,4,1,1,7,15,0,0,
OG5_130297,12,31,2,1,11,3,2,0,3,
OG5_130299,6,42,12,6,9,13,57,0,8,
OG5_136534,5,0,1,0,6,5,13,0,0,
OG5_127985,26,211,17,3,27,27,83,0,61,
OG5_131892,21,218,15,10,17,8,54,0,46,
OG5_136190,4,47,0,0,4,0,2,0,26,
OG5_131089,7,0,3,0,15,11,2,0,0,
OG5_131896,14,0,12,6,15,6,26,0,0,
OG5_131897,9,87,4,0,6,0,17,0,7,
OG5_131898,22,40,9,4,16,9,26,0,1,
OG5_131899,7,0,1,2,12,12,11,0,0,
OG5_133017,6,46,1,3,6,0,8,0,9,
OG5_134513,7,1,1,1,10,13,5,0,0,
OG5_170998,1,65,0,0,0,1,0,0,3,
OG5_130691,38,6,9,0,18,22,54,0,1,
OG5_140386,16,0,12,3,5,0,39,0,0,
OG5_131361,49,148,15,4,16,10,79,0,10,
OG5_133129,2,0,3,3,8,5,1,0,0,
OG5_127783,14,41,12,2,15,6,75,0,0,
OG5_129089,46,0,23,7,16,29,111,0,0,
OG5_127365,73,47,43,15,37,50,227,0,0,
OG5_127361,47,511,35,6,17,39,116,0,0,
OG5_127363,43,154,22,15,31,37,141,0,0,
OG5_144443,30,0,11,6,1,2,40,0,0,
OG5_138070,4,0,2,0,2,6,0,0,0,
OG5_142664,13,0,3,1,0,1,15,0,0,
OG5_133234,9,0,1,1,5,15,6,0,0,
OG5_133169,29,0,9,10,4,17,19,0,0,
OG5_133230,12,7,2,0,8,0,4,0,0,
OG5_142662,5,0,0,5,0,0,0,0,0,
OG5_127885,11,0,7,5,19,26,49,0,1,
OG5_141400,2,2,1,0,3,0,1,0,0,
OG5_140137,45,0,9,7,2,11,39,0,0,
OG5_157697,4,44,0,1,0,3,21,0,0,
OG5_133907,2,0,1,1,4,0,3,0,0,
OG5_127742,28,296,13,3,22,26,69,0,53,
OG5_127215,37,249,34,12,30,37,117,0,39,
OG5_127214,37,121,14,3,23,15,72,0,22,
OG5_127219,77,9,24,5,29,20,98,0,0,
OG5_126616,55,484,42,16,33,51,188,0,9,
OG5_135760,6,0,4,0,2,6,14,0,0,
OG5_126615,39,246,29,13,31,27,132,0,24,
OG5_128006,76,73,44,16,32,49,218,0,0,
OG5_139077,1,3,0,0,0,0,0,0,90,
OG5_133348,9,0,2,3,14,6,19,0,0,
OG5_128633,6,29,8,0,15,18,35,0,9,
OG5_158975,9,84,12,3,1,19,10,0,1,
OG5_128299,12,387,4,2,18,0,19,0,2,
OG5_129580,28,18,21,10,19,25,114,0,1,
OG5_137049,9,14,4,0,14,12,27,0,0,
OG5_129902,57,117,29,11,24,27,117,0,4,
OG5_129907,10,329,17,0,14,22,53,0,49,
OG5_129905,34,110,26,8,20,39,122,0,28,
OG5_149650,2,3,3,0,1,11,11,0,11,
OG5_132747,29,3,16,0,14,3,65,0,0,
OG5_132742,8,229,17,2,2,17,69,0,16,
OG5_135188,16,71,3,0,1,4,18,0,10,
OG5_135180,4,0,9,10,1,19,22,0,0,
OG5_139414,13,1,8,2,6,12,23,0,0,
OG5_130169,35,147,13,7,16,23,87,0,8,
OG5_126977,24,74,8,3,20,40,51,0,10,
OG5_130845,3,0,1,1,14,2,7,0,0,
OG5_126987,38,0,27,10,28,33,129,0,0,
OG5_163273,7,3,9,6,5,5,39,0,0,
OG5_129349,1,40,3,5,14,15,29,0,31,
OG5_131082,27,0,5,3,14,3,43,0,0,
OG5_136153,16,117,14,4,8,15,74,0,0,
OG5_126757,56,256,31,16,35,21,156,0,31,
OG5_135989,27,0,18,6,6,18,61,0,0,
OG5_131469,25,1,9,3,21,13,58,0,1,
OG5_134294,5,35,3,2,5,7,16,0,0,
OG5_126973,32,213,23,11,27,38,128,0,26,
OG5_138077,27,0,3,7,0,18,16,0,0,
OG5_134299,6,0,1,0,4,8,1,0,0,
OG5_130778,20,0,21,2,10,28,75,0,0,
OG5_130600,2,70,8,0,7,21,14,0,0,
OG5_131266,11,178,19,3,7,19,83,0,27,
OG5_131264,3,152,3,0,13,15,35,0,1,
OG5_134201,24,0,13,1,6,14,36,0,0,
OG5_134569,2,0,9,1,4,14,27,0,0,
OG5_131530,22,0,9,4,10,23,17,0,0,
OG5_132643,15,0,18,2,11,4,19,0,0,
OG5_135491,11,0,2,3,6,0,17,0,1,
OG5_149777,13,0,2,3,0,1,7,0,0,
OG5_136453,14,0,14,1,6,21,41,0,0,
OG5_129973,36,0,35,3,24,33,43,0,0,
OG5_129488,33,0,17,2,28,16,96,0,0,
OG5_138593,28,0,23,3,6,29,25,0,0,
OG5_130106,23,73,15,2,18,21,41,0,1,
OG5_131326,13,29,12,4,5,7,68,0,0,
OG5_147036,15,0,26,3,0,29,33,0,0,
OG5_139985,4,0,5,6,4,6,24,0,0,
OG5_149845,36,36,24,5,15,20,76,0,4,
OG5_150154,13,0,3,0,5,2,26,0,0,
OG5_130139,5,61,3,1,18,8,10,0,0,
OG5_147044,1,0,1,0,0,1,20,0,0,
OG5_133977,9,12,10,1,5,14,41,0,0,
OG5_134930,5,0,28,1,7,41,66,0,0,
OG5_127663,37,514,26,7,18,28,122,0,0,
OG5_132400,25,1,11,11,15,7,54,0,0,
OG5_142925,7,0,4,0,3,18,56,0,0,
OG5_134248,12,16,10,1,10,4,30,0,0,
OG5_129603,46,0,32,8,20,39,113,0,0,
OG5_136791,16,0,10,9,2,3,66,0,0,
OG5_128019,67,359,20,5,25,51,164,0,74,
OG5_141591,28,1,36,6,14,29,69,0,0,
OG5_149325,13,0,10,0,3,11,3,0,0,
OG5_139039,21,0,13,0,6,1,10,0,0,
OG5_135814,2,235,12,1,0,0,2,0,0,
OG5_133579,15,0,1,4,17,4,0,0,0,
OG5_130853,17,0,15,1,20,12,37,0,0,
OG5_142168,16,0,14,11,10,12,6,0,0,
OG5_132622,47,0,14,5,8,6,59,0,0,
OG5_136756,16,35,6,3,2,1,69,0,2,
OG5_142592,9,0,11,1,1,13,38,0,0,
OG5_147278,2,0,7,3,3,3,1,0,0,
OG5_142772,11,249,4,0,0,1,18,0,5,
OG5_134219,14,0,4,0,6,1,6,0,0,
OG5_130516,22,99,0,2,1,2,12,0,44,
OG5_147301,20,0,14,0,0,17,56,0,0,
OG5_130240,24,0,12,2,9,14,5,0,0,
OG5_132680,25,0,23,1,6,17,93,0,0,
OG5_128590,40,379,8,7,16,42,143,0,62,
OG5_135461,18,4,12,2,9,15,46,0,1,
OG5_131345,28,0,21,6,11,23,44,0,0,
OG5_131903,42,60,5,5,10,0,73,0,0,
OG5_159046,14,6,3,3,0,2,39,0,0,
OG5_141550,24,0,12,3,10,1,29,0,0,
OG5_145016,6,0,2,5,0,6,2,0,0,
OG5_140024,21,1,23,10,10,27,43,0,0,
OG5_151283,5,0,1,4,0,0,6,0,0,
OG5_129478,64,0,37,12,26,46,122,0,0,
OG5_137562,4,11,2,0,0,0,4,0,0,
OG5_137292,23,0,24,7,5,17,39,0,0,
OG5_136160,15,0,0,0,10,0,2,0,0,
OG5_127482,14,27,2,1,8,11,15,0,0,
OG5_132910,33,80,7,6,13,0,36,0,2,
OG5_129403,10,461,24,6,6,19,113,0,65,
OG5_130528,20,0,4,1,15,27,7,0,0,
OG5_127038,27,0,37,11,14,34,155,0,0,
OG5_127491,39,193,34,7,8,9,197,0,12,
OG5_160524,43,88,4,3,4,10,33,0,3,
OG5_127316,49,504,35,9,24,40,134,0,0,
OG5_135044,3,0,0,0,3,0,4,0,0,
OG5_128245,28,103,31,10,25,0,113,0,22,
OG5_135422,16,71,3,2,10,5,6,0,1,
OG5_138398,18,6,15,1,4,25,68,0,0,
OG5_135142,31,42,7,6,9,23,61,0,1,
OG5_134386,54,0,20,2,14,3,49,0,0,
OG5_134547,22,27,19,3,3,25,73,0,0,
OG5_133666,7,0,1,0,13,1,4,0,0,
OG5_133489,5,0,0,1,8,0,3,0,0,
OG5_156628,32,57,15,1,3,33,84,0,0,
OG5_128847,20,0,5,4,19,8,44,0,0,
OG5_141439,8,0,16,3,2,36,33,0,0,
OG5_149736,7,0,1,0,4,5,2,0,0,
OG5_135579,13,0,7,2,18,2,25,0,0,
OG5_131503,9,0,15,2,14,19,30,0,0,
OG5_137710,24,0,13,2,2,8,14,0,0,
OG5_136199,21,0,27,4,6,38,69,0,0,
OG5_127216,78,295,42,17,37,55,177,0,21,
OG5_142842,13,18,3,0,14,0,1,0,0,
OG5_165040,5,6,19,1,13,1,19,0,1,
OG5_128717,62,193,40,6,19,48,187,0,32,
OG5_139348,17,0,9,3,6,11,32,0,0,
OG5_133134,10,3,16,3,7,13,27,0,0,
OG5_127423,32,488,32,8,21,46,166,0,0,
OG5_132358,33,8,8,8,20,7,21,0,0,
OG5_142653,22,43,11,2,5,21,96,0,0,
OG5_138822,19,193,1,2,0,0,3,0,1,
OG5_128626,18,496,25,4,18,21,45,0,0,
OG5_128576,11,0,16,1,24,29,66,0,0,
OG5_141099,3,121,6,1,2,3,13,0,0,
OG5_127647,36,510,31,9,19,34,124,0,0,
OG5_158566,5,2,16,1,13,5,21,0,0,
OG5_129624,48,0,16,4,7,17,85,0,0,
OG5_138622,25,6,30,2,5,19,83,0,0,
OG5_130039,7,2,18,0,16,10,88,0,0,
OG5_147442,1,0,0,0,0,0,1,0,0,
OG5_137844,2,51,0,2,2,0,11,0,3,
OG5_133039,13,0,12,3,4,10,51,0,0,
OG5_142469,2,1,3,0,4,1,10,0,0,
OG5_136085,12,0,2,4,19,2,17,0,0,
OG5_136244,18,16,16,6,10,12,70,0,2,
OG5_129794,32,55,4,1,15,10,43,0,2,
OG5_127502,10,0,13,7,15,4,99,0,0,
OG5_144555,9,0,8,2,7,3,18,0,0,
OG5_141266,4,0,2,1,0,2,37,0,0,
OG5_129364,6,0,20,1,20,13,62,0,0,
OG5_138059,10,2,1,1,11,0,23,0,0,
OG5_141114,14,1,0,0,6,10,21,0,0,
OG5_131200,23,83,31,11,14,2,83,0,2,
OG5_139182,34,0,17,2,9,7,70,0,0,
OG5_135830,6,0,0,1,4,0,5,0,0,
OG5_134124,54,27,9,4,13,20,71,0,0,
OG5_142628,12,0,0,0,8,0,4,0,0,
OG5_131990,14,0,8,4,3,14,23,0,0,
OG5_133206,22,0,3,0,7,0,8,0,0,
OG5_138938,5,0,4,0,4,4,22,0,0,
OG5_127664,16,51,5,1,9,3,13,0,1,
OG5_132798,9,0,3,0,6,8,15,0,0,
OG5_149602,10,9,2,2,1,1,6,0,0,
OG5_126928,33,282,9,4,23,18,52,0,50,
OG5_156064,22,4,17,7,3,22,55,0,0,
OG5_137268,2,21,4,0,0,15,21,0,48,
OG5_153828,1,0,0,0,0,0,0,0,0,
OG5_140244,1,0,0,2,0,3,1,0,0,
OG5_146637,10,0,5,3,4,5,30,0,0,
OG5_144402,6,0,0,0,0,0,17,0,0,
OG5_128944,28,378,32,3,10,37,97,0,0,
OG5_129943,56,0,40,6,25,44,82,0,0,
OG5_129728,15,120,3,0,12,1,20,0,2,
OG5_129723,31,35,16,7,23,36,60,0,0,
OG5_129122,22,133,8,0,20,3,82,0,40,
OG5_146825,13,44,5,2,7,0,19,0,8,
OG5_140270,2,0,0,2,0,0,27,0,0,
OG5_135070,10,0,11,0,8,3,4,0,0,
OG5_133771,24,23,1,5,16,6,1,0,0,
OG5_132222,26,0,16,2,19,10,25,0,0,
OG5_142566,7,3,0,1,3,0,12,0,0,
OG5_128008,34,311,21,10,30,48,91,0,9,
OG5_128714,14,405,3,1,7,13,22,0,87,
OG5_140183,39,43,22,10,0,29,65,0,7,
OG5_129995,2,0,16,1,10,11,75,0,0,
OG5_131031,21,88,3,1,14,7,43,0,4,
OG5_138004,34,0,0,2,7,0,1,0,0,
OG5_129191,28,0,25,8,29,0,24,0,0,
OG5_146503,29,0,9,3,5,12,50,0,0,
OG5_129266,15,92,5,8,18,25,44,0,2,
OG5_140860,7,1,3,0,0,0,176,0,0,
OG5_164913,2,4,0,0,0,7,0,0,2,
OG5_152364,9,1,0,3,0,0,26,0,0,
OG5_137796,12,0,10,7,8,30,67,0,0,
OG5_133543,25,0,8,3,11,11,16,0,0,
OG5_133938,12,0,8,0,7,6,18,0,0,
OG5_149832,11,0,6,3,2,18,71,0,0,
OG5_128920,2,2,23,3,9,15,122,0,0,
OG5_140267,45,10,17,3,5,3,62,0,9,
OG5_140265,15,72,6,4,1,23,33,0,0,
OG5_146454,23,1,6,7,8,16,42,0,0,
OG5_128850,9,420,5,1,7,10,11,0,67,
OG5_128851,15,0,21,5,22,26,110,0,0,
OG5_149309,6,22,9,4,3,23,32,0,0,
OG5_138309,36,0,10,5,16,18,82,0,0,
OG5_131484,22,44,10,1,10,19,34,0,0,
OG5_138784,19,37,17,0,1,7,88,0,0,
OG5_169317,9,4,3,3,2,2,45,0,0,
OG5_127917,24,0,12,4,24,24,89,0,0,
OG5_142173,6,1,0,4,0,3,64,0,0,
OG5_147242,6,4,10,0,0,24,61,0,0,
OG5_136697,21,0,3,1,6,11,41,0,0,
OG5_133088,5,0,7,0,1,14,65,0,0,
OG5_126666,18,0,15,1,9,3,41,0,0,
OG5_131974,1,0,12,16,8,3,51,0,0,
OG5_130910,11,7,2,0,13,1,4,0,0,
OG5_127624,58,0,44,7,29,50,166,0,0,
OG5_130243,32,17,28,8,12,24,76,0,1,
OG5_135006,3,0,1,0,2,1,0,0,0,
OG5_131164,23,6,24,4,5,18,76,0,0,
OG5_131743,19,0,2,2,8,7,56,0,0,
OG5_146666,30,3,11,0,9,2,62,0,0,
OG5_150498,9,111,9,1,7,12,28,0,1,
OG5_170015,13,6,27,7,3,23,87,0,0,
OG5_144509,21,0,7,4,7,17,43,0,0,
OG5_127093,21,402,10,10,23,25,86,0,65,
OG5_149856,11,0,0,1,4,0,0,0,0,
OG5_138965,28,0,31,10,5,29,150,0,0,
OG5_126692,49,515,31,13,26,47,149,0,0,
OG5_148033,18,0,9,4,1,2,63,0,0,
OG5_132586,19,0,15,3,15,23,57,0,0,
OG5_135670,2,96,2,0,0,0,29,0,33,
OG5_135580,6,2,2,6,3,3,27,0,0,
OG5_128271,6,253,11,0,31,8,50,0,0,
OG5_135106,30,27,7,4,7,0,12,0,38,
OG5_146720,24,4,19,2,10,11,60,0,0,
OG5_138697,20,1,7,5,6,8,43,0,0,
OG5_136762,12,205,8,2,1,12,6,0,8,
OG5_132418,1,0,1,0,9,0,12,0,0,
OG5_137161,8,0,9,0,8,8,17,0,0,
OG5_130527,43,84,16,7,10,14,143,0,0,
OG5_147139,20,0,12,1,9,13,115,0,0,
OG5_128916,39,0,24,6,31,21,118,0,0,
OG5_145229,22,49,1,0,1,0,3,0,8,
OG5_130526,1,0,0,0,0,0,2,0,0,
OG5_128683,45,135,22,10,21,33,90,0,40,
OG5_126837,22,352,19,11,26,24,76,0,44,
OG5_177703,2,48,0,1,0,10,17,0,0,
OG5_132664,11,0,4,3,21,11,7,0,0,
OG5_132918,9,26,5,1,17,20,53,0,4,
OG5_149775,11,43,2,0,4,0,16,0,0,
OG5_128261,58,133,34,15,27,26,135,0,30,
OG5_141762,6,0,0,0,0,0,1,0,0,
OG5_171381,11,0,7,8,2,2,10,0,26,
OG5_139379,10,0,3,3,3,0,20,0,0,
OG5_134225,5,0,0,4,6,6,14,0,0,
OG5_134409,5,204,2,2,2,3,4,0,27,
OG5_155508,4,0,1,1,0,0,12,0,0,
OG5_134086,16,0,1,2,7,0,2,0,0,
OG5_146328,3,15,0,0,0,6,1,0,0,
OG5_129815,19,0,18,5,24,26,82,0,0,
OG5_142532,13,0,1,6,2,3,7,0,0,
OG5_140005,13,5,3,1,0,9,16,0,0,
OG5_141379,35,33,9,1,7,2,70,0,0,
OG5_128893,14,460,22,2,7,25,63,0,0,
OG5_164649,4,0,12,1,0,3,50,0,0,
OG5_128091,27,58,27,12,24,23,104,0,0,
OG5_129235,8,0,2,3,21,3,32,0,0,
OG5_149432,17,0,4,6,3,2,58,0,0,
OG5_149437,3,0,2,2,6,16,14,0,0,
OG5_130068,18,10,5,2,5,13,50,0,0,
OG5_136381,9,122,12,4,5,3,37,0,0,
OG5_133516,4,66,3,0,3,5,10,0,5,
OG5_153897,5,0,1,0,1,0,14,0,0,
OG5_133462,8,0,16,3,7,34,34,0,0,
OG5_132648,8,13,17,2,17,1,22,0,0,
OG5_129653,38,134,18,7,19,3,45,0,41,
OG5_141364,8,0,1,0,1,10,8,0,0,
OG5_144586,6,1,8,1,1,16,55,0,0,
OG5_144050,8,15,0,0,0,3,48,0,0,
OG5_135420,20,0,13,4,11,8,28,0,0,
OG5_130891,15,101,19,3,7,19,108,0,29,
OG5_144128,16,0,9,7,1,8,37,0,0,
OG5_131060,13,0,9,4,4,6,52,0,0,
OG5_146347,25,1,9,5,7,4,55,0,1,
OG5_138355,6,0,13,1,1,14,87,0,0,
OG5_155487,17,31,15,8,9,19,78,0,0,
OG5_146982,24,99,8,10,1,17,38,0,1,
OG5_133239,18,0,8,3,14,10,21,0,0,
OG5_132658,7,0,2,1,9,3,25,0,0,
OG5_127747,22,0,34,13,27,36,133,0,0,
OG5_127165,43,467,29,11,40,41,199,0,3,
OG5_131617,20,0,11,3,14,2,119,0,0,
OG5_131134,9,23,16,5,14,6,79,0,0,
OG5_135144,4,36,0,1,9,0,0,0,0,
OG5_129434,26,0,19,5,29,15,135,0,0,
OG5_144286,5,0,1,0,0,1,46,0,0,
OG5_139433,1,0,1,0,0,1,20,0,0,
OG5_138706,6,0,3,2,0,4,23,0,0,
OG5_146761,3,0,2,4,0,1,3,0,0,
OG5_130664,34,63,38,9,17,39,155,0,0,
OG5_130049,18,5,10,11,19,9,43,0,0,
OG5_142840,12,23,5,2,10,1,32,0,0,
OG5_139604,1,0,5,1,0,0,36,0,0,
OG5_137122,33,7,15,10,7,2,40,0,0,
OG5_146351,3,29,1,2,4,1,6,0,0,
OG5_157199,1,0,0,0,3,0,0,0,0,
OG5_136837,10,7,3,1,3,0,49,0,0,
OG5_130285,30,59,6,2,30,19,86,0,0,
OG5_137237,16,0,4,3,6,14,27,0,0,
OG5_177642,2,85,3,0,0,9,7,0,0,
OG5_127196,16,106,8,2,20,18,36,0,4,
OG5_127202,19,0,33,7,17,12,138,0,0,
